Provider;Country;Duration;Workload;Examination;Certificate;Languaage;Date;Subject;Tags;Subtitles;Course.name;NA
Coursera;USA;7 Weeks;3-5 hours/week;No Exam or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 13th 2015;Knowledge of calculus, set theory and a moderate level of mathematical literacy are prerequisites for this class. A small amount of programming is useful, but not required.;Biology & Life SciencesHealth & SocietyMathematicsStatistics & Data Analysis;MathBiostatisticsStatisticsProbability;Mathematical Biostatistics Boot Camp 1 (Coursera);Johns Hopkins University
FutureLearn;United Kingdom;6 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 13th 2015;Anyone interested in mediaeval England or the recent discovery of Richard III will find something to fuel their interest here. No prior knowledge or expertise are needed.;Humanities;EnglandRichard IIIMedievalHistory;England in the Time of King Richard III (FutureLearn);University of Leicester
Coursera;USA;4 Weeks;7-10 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 11th 2015;We strongly recommend that you have completed the first part of this course prior to attempting the second part of the course. The class builds on the mathematical and programming concepts that you will have learned in the first part of the class.;Computer Science: Programming & Software EngineeringComputer Science: Theory;ComputingProgrammingComputer SciencePython;Principles of Computing (Part 2) (Coursera);Rice University
Coursera;USA;5 Weeks;3-5 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Jul 8th 2015;No background is required;;;;
edX;USA;Self Paced;Self study;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 8th 2015 - Self Paced;Background in intro-high-school level Mechanics;;;;
edX;Japan;5 Weeks;4-6 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 7th 2015;Basic Biology.;Biology & Life SciencesChemistryHealth & SocietyMedicine & Pharmacology;ImmunityImmunologyCancer ImmunotherapyImmune System;The Immune System: New Developments in Research - Part 1 (edX);Osaka University
edX;India;5 Weeks;5-7 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 7th 2015;Basic Algebra and some Calculus;Business & ManagementStatistics & Data Analysis;StatisticsBusinessDescriptive Statistics;Statistics for Business – I (edX);Indian Institute of Management
UPVX;Spain;4 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;Spanish;Jul 7th 2015;Se recomienda tener ciertas nociones sobre la estructura atómica, la clasificación de los elementos en el sistema periódico y la variación de las propiedades atómicas en el mismo;Chemistry;ChemistryMolecular Interactions;El enlace químico y las interacciones moleculares (UPV);Universitat Politècnica de València
Coursera;USA;10 Weeks;2-3 hours/week;No Exam and/or Final Project information;No Certificate;English;Jul 7th 2015;There are no prerequisites for this course. That said, an interest in common media depictions of globalization will help you understand the main arguments more quickly. ;Economics & FinanceHumanitiesSocial Sciences;GlobalizationEconomics;Globalization and You (Coursera);University of Washington
edX;Sweden;Self Paced;8 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Jul 7th 2015;Computer Science: Programming & Software EngineeringStatistics & Data Analysis;StatisticsProgrammingData AnalysisR Language;English;KIExploRx: Explore Statistics with R (edX);Karolinska Institutet
edX;USA;4 Weeks;3-6 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English; Archived - Future Dates To Be Announced;None.;Biology & Life SciencesHealth & Society;WaterHealthSanitationHygieneEnvironmental HealthWater Management;The Biology of Water and Health - Fundamentals (edX);Open Education Consortium (OEC)
edX;USA;4 Weeks;1-4 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 7th 2015;None.;Business & ManagementMarketing & Communication;LeadershipLeaderLeadership Skills;Inclusive Leadership Training: Becoming a Successful Leader (edX);Catalyst
FutureLearn;United Kingdom;4 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 6th 2015;This course is intended for anyone with an interest in numbers and making scientific observations. It does not require mathematical skills or any previous experience of studying the subject.;Biology & Life SciencesChemistryMathematics;ScienceNumbers;Basic Science: Understanding Numbers (FutureLearn);The Open University
Coursera;USA;5 Weeks;2-4 hours/week;Yes, Free Exam and/or Final Project;Yes, Verified Certificate (Paid);English;Jul 6th 2015;EducationInformation, Technology, and DesignTeacher Professional Development;TeachingOnline TeachingE-learningEducation;English;Foundations of Virtual Instruction (Coursera);University of California, Irvine
Canvas Network;USA;5 Weeks;No information;No Exam and/or Final Project information;No certificate information;English;Jul 6th 2015;EducationStatistics & Data AnalysisTeacher Professional Development;StatisticsEducationTeacher Education;Statistics in Education for Mere Mortals (Canvas.net);Statistics in Education for Mere Mortals (Canvas.net);Canvas Network
edX;USA;7 Weeks;3-5 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 6th 2015;None.;Marketing & Communication;Media LiteracyMedia;Media LIT: Overcoming Information Overload (edX);Arizona State University
Coursera;Australia;6 Weeks;3-6 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 6th 2015;There is no requirement for participants to possess prior knowledge or experience of online teaching practices or related technologies.;EducationTeacher Professional Development;EducationOnline TeachingTeacher EducationTeacher Development;Learning to Teach Online (Coursera);UNSW Australia (The University of New South Wales)
Canvas Network;United Kingdom;6 Weeks;2 hours/week;No Exam or Final Project;Yes, Statement of Accomplishment (Free);English;Jul 6th 2015;This course is suitable for anybody who is interested in considering their digital literacy and its impact on their private and professional life. ;Information, Technology, and DesignPersonal & Professional Development;DigitalSocialMediaSafetyOnlineDigital LiteracyLiteracy;Digital.Me: Managing your Digital Self (Canvas net);University of Derby
Coursera;USA;7 Weeks;4-6 hours/week;Yes, Free Exam and/or Final Project;Yes, Verified Certificate (Paid);English;Jul 6th 2015;None;;;;
FutureLearn;United Kingdom;4 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 6th 2015;This course is aimed at anyone with an interest in soils, biology, geography and environmental science. No prior knowledge is required but will be of particular interest to sixth formers and undergraduates studying these subjects.;Biology & Life SciencesFood and Nutrition;SoilsSoil Science;Soils: Introducing the World Beneath Our Feet (FutureLearn);Lancaster University
FutureLearn;United Kingdom;6 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Nov 2nd 2015;The course is aimed at A-level students and first year undergraduates who want to “up-skill” themselves with some of the maths they’ve not been taught or have forgotten.;EngineeringMathematicsPhysics;EngineeringMathPhysics;Cracking Mechanics: Further Maths for Engineers (FutureLearn);University of Bristol
edX;USA;5 Weeks;4-6 hours/week;No Exam and/or Final Project information;No certificate information;English;Jul 6th 2015;This class is designed for working professionals who seek a course in personal and professional communication principles.;Marketing & Communication;CommunicationCommunication SkillsEffective PresentationCommunication Strategy;Communicating Strategically (edX);Purdue University
Canvas Network;USA;6 Weeks;No information;No Exam and/or Final Project information;No certificate information;English;Jul 6th 2015;EducationInformation, Technology, and DesignPersonal & Professional Development;Academic ResearchResearchInformation;Mastering Academic Research: Information Skills for Successful Students (Canvas.net);Mastering Academic Research: Information Skills for Successful Students (Canvas.net);Florida Institute of Technology
Complexity Explorer;USA;11 Weeks;3-6 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Jul 6th 2015;None.;Biology & Life SciencesEnergy & Earth SciencesMathematicsSocial SciencesStatistics & Data Analysis;ComplexitySocialAlgorithmsNetlogoNetworksScientific;Introduction to Complexity (Complexity Explorer);Santa Fe Institute
Coursera;United Kingdom;6 Weeks;1-2 hours/week;No Exam or Final Project;Yes, Verified Certificate (Paid);English;Jul 6th 2015;This course does not require any existing legal knowledge.;HumanitiesLaw;LawCourtsEuropean UnionHuman RightsLegislation;English Common Law: Structure and Principles (Coursera);University of London
Coursera;USA;7 Weeks;5-7 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Jul 5th 2015;The important thing is some familiarity with economic reasoning and concepts and perhaps some familiarity with the subject matter (such as through job experience or an internship). The best background for Part Two is Part One.;Economics & Finance;EconomicsMoneyBanking;Economics of Money and Banking, Part Two (Coursera);Columbia University
Coursera;Italy;4 Weeks;3-6 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment or Verified Certificate;English;Jul 3rd 2015;All are welcome! Some prior exposure to basic issues of management is useful, but not required.;Business & Management;FoodBeverageCompaniesManagement;Managing Food & Beverage Companies (Coursera);Università Bocconi
openSAP;Germany;5 Weeks;4-6 hours/week;Yes, Free Exam and/or Final Project;Yes, Statement of Accomplishment (Free);English;Jul 2nd 2015;Business & ManagementComputer Science: Systems, Security, NetworkingInformation, Technology, and Design;EnterpriseBusinessCloudHybridDigital Transformation;Transformation to Hybrid Landscapes (openSAP);Transformation to Hybrid Landscapes (openSAP);SAP
edX;USA;3 Weeks;2-3 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);French;Jul 1st 2015;Students will have completed the French classes necessary to qualify to enroll French AP language and Culture.;HumanitiesLanguages & Literature;FrenchFrench LanguageFrench Culture;On-Ramp to AP French Language and Culture (edX);Weston High School
edX;USA;4 Weeks;3 hours/week;No Exam and/or Final Project information;Yes, Statement of Accomplishment (Free);English;Jul 1st 2015;None.;Languages & Literature;LiteratureDublinersJames JoyceEnglish Literature;"ColWri3.5x: ""Dubliners"" by Joyce: BerkeleyX Book Club (edX)";University of California, Berkeley
edX;USA;8 Weeks;6-12 hours/week;No Exam and/or Final Project information;Yes, Verified Certificate (Paid);English;Jul 1st 2015;Basic knowledge of statistics, data mining, mathematical modeling, or algorithms is recommended. Experience with programming is not required.;EducationStatistics & Data Analysis;Big DataEducationData MiningAnalytics;Big Data in Education (edX);Columbia University
UPVX;Spain;6 Weeks;No information;No Exam and/or Final Project information;No certificate information;Spanish;Jul 1st 2015;Este curso es de carácter introductorio a la Gestión de Proyectos (GP). Por lo tanto no se requieren conocimientos específicos previos para poder realizarlo. Conviene estar familiarizado con el uso de Hojas de Cálculo tipo EXCEL.;Business & Management;Project Management;Introducción a la Gestión de Proyectos (UPVX);Universitat Politècnica de València
